timestamp,type,radio_band,ch,seq,tx_addr,is_virtual_mac,info_element,rssi_vec_len,rssi@entrance,x,y
1689749709610,PROBE_REQUEST,5,36,424,3868A4A4A5AC,True,000001080C1218243048606CDD070050F2080019007F09040000000000004080DD7F0050F204104A000110103A000100100800024288104700104E316203A0455023B121AEB9A66084D3105400080001708FD0E10002103C0001031002000200001009000200001012000200001021000753616D73756E67102300054861776B6D10240004353530301011000A53616D73756E672D54561049000600372A000120DD0D506F9A0A000006000000000000DD080000F00F00020801DD11506F9A09020200250006050058580451012D1AEF011FFFFF000000000000000000000000000000000000000000BF0CB2018033FAFF0C03FAFF0C03,1,-92,nan,nan
1689749709650,PROBE_REQUEST,5,36,425,3868A4A4A5AC,True,000001080C1218243048606CDD070050F2080019007F09040000000000004080DD7F0050F204104A000110103A000100100800024288104700104E316203A0455023B121AEB9A66084D3105400080001708FD0E10002103C0001031002000200001009000200001012000200001021000753616D73756E67102300054861776B6D10240004353530301011000A53616D73756E672D54561049000600372A000120DD0D506F9A0A000006000000000000DD080000F00F00020801DD11506F9A09020200250006050058580451012D1AEF011FFFFF000000000000000000000000000000000000000000BF0CB2018033FAFF0C03FAFF0C03,1,-91,nan,nan
1689749709703,PROBE_REQUEST,5,36,2178,9E5A77BEE6E1,True,000001080C1218243048606C2D1A6F0017FF000000000000000000000000000000000000000000007F0800000884000000406B070FFFFFFFFFFFFFBF0C3210800FFEFF0000FEFF0000,1,-61,nan,nan
1689749709723,PROBE_REQUEST,5,36,2179,9E5A77BEE6E1,True,000001080C1218243048606C2D1A6F0017FF000000000000000000000000000000000000000000007F0800000884000000406B070FFFFFFFFFFFFFBF0C3270800FFEFF0000FEFF0000,1,-61,nan,nan
1689749710773,PROBE_REQUEST,5,36,62,4A917F579CA1,True,000001080C1218243048606C2D1A6F0017FF000000000000000000000000000000000000000000007F0800000884000000406B070FFFFFFFFFFFFFBF0C3230800FFEFF0000FEFF0000,1,-51,nan,nan
1689749710793,PROBE_REQUEST,5,36,63,4A917F579CA1,True,000001080C1218243048606C2D1A6F0017FF000000000000000000000000000000000000000000007F0800000884000000406B070FFFFFFFFFFFFFBF0C3270800FFEFF0000FEFF0000,1,-51,nan,nan
1689749711045,PROBE_REQUEST,5,36,580,BA07406C010E,False,000001088C129824B048606C2D1A6F001BFF000000000000000000000000000000000000000000007F080000088400000040BF0C3270800FFEFF0000FEFF0000FF1C23010808000080443002001D009F08000C00FEFFFEFF391CC7711C07,1,-57,nan,nan
1689749711066,PROBE_REQUEST,5,36,581,BA07406C010E,False,000001088C129824B048606C2D1A6F001BFF000000000000000000000000000000000000000000007F080000088400000040BF0C3270800FFEFF0000FEFF0000FF1C23010808000080443002001D009F08000C00FEFFFEFF391CC7711C07,1,-57,nan,nan
1689749711734,PROBE_REQUEST,5,36,853,0E818737DE16,False,000001088C129824B048606C2D1A6F001BFF000000000000000000000000000000000000000000007F080000080400000040BF0C3270810FFAFF0000FAFF0000FF1C23010808000080443002001D009F08000C00FEFFFEFF391CC7711C07,1,-44,nan,nan
1689749711757,PROBE_REQUEST,5,36,854,0E818737DE16,False,000001088C129824B048606C2D1A6F001BFF000000000000000000000000000000000000000000007F080000080400000040BF0C3270810FFAFF0000FAFF0000FF1C23010808000080443002001D009F08000C00FEFFFEFF391CC7711C07,1,-46,nan,nan
1689749714030,PROBE_REQUEST,5,36,1478,3868A4A4A8C0,True,000001080C1218243048606CDD070050F2080019007F09040000000000004080DD7F0050F204104A000110103A000100100800024288104700106E6449E231D35D518DDF4930453931A3105400080001708FD0E10002103C0001031002000200001009000200001012000200001021000753616D73756E67102300054861776B6D10240004353530301011000A53616D73756E672D54561049000600372A000120DD0D506F9A0A000006000000000000DD080000F00F00020801DD11506F9A09020200250006050058580451012D1AEF011FFFFF000000000000000000000000000000000000000000BF0CB2018033FAFF0C03FAFF0C03,1,-81,nan,nan
1689749714069,PROBE_REQUEST,5,36,1479,3868A4A4A8C0,True,000001080C1218243048606CDD070050F2080019007F09040000000000004080DD7F0050F204104A000110103A000100100800024288104700106E6449E231D35D518DDF4930453931A3105400080001708FD0E10002103C0001031002000200001009000200001012000200001021000753616D73756E67102300054861776B6D10240004353530301011000A53616D73756E672D54561049000600372A000120DD0D506F9A0A000006000000000000DD080000F00F00020801DD11506F9A09020200250006050058580451012D1AEF011FFFFF000000000000000000000000000000000000000000BF0CB2018033FAFF0C03FAFF0C03,1,-80,nan,nan
1689749714353,PROBE_REQUEST,5,36,3151,982CBC126B23,False,000001080C1218243048606C2D1AE70917FFFF000000000000000000000000000000000000000000BF0CB1799103FAFF0000FAFF0000,1,-64,nan,nan
1689749721885,PROBE_REQUEST,5,36,357,DAA1194CBE69,False,000001088C129824B048606C,1,-59,nan,nan
1689749721885,PROBE_REQUEST,5,36,358,DAA1194CBE69,False,000001088C129824B048606C,1,-59,nan,nan
1689749723256,PROBE_REQUEST,5,36,2990,8E38404A10DE,True,000001080C1218243048606C2D1A6F0017FF000000000000000000000000000000000000000000007F0800000884000000406B070FFFFFFFFFFFFFBF0C3210800FFEFF0000FEFF0000,1,-54,nan,nan
1689749723276,PROBE_REQUEST,5,36,2991,8E38404A10DE,True,000001080C1218243048606C2D1A6F0017FF000000000000000000000000000000000000000000007F0800000884000000406B070FFFFFFFFFFFFFBF0C3270800FFEFF0000FEFF0000,1,-55,nan,nan
1689749723705,PROBE_REQUEST,5,36,1404,8C554ABCCDCF,True,000001080C1218243048606C2D1AEF0917FFFF000000000000000000000000000000000000000000BF0CB1799103FAFF0000FAFF0000,1,-93,nan,nan
